name,ascents,grade,popularity,popularity_std,elo,elo_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Vitruvian Man (chipped),174,7A,3.2203,0.3192,-1.7933,0.2184,18.451,17.724,19.179,7A,-0.451
Milton problem,1,7C,0.7383,1.6066,5.5085,1.0858,30.864,27.247,34.482,30.864450848032753,-8.864
Feeling the wind,46,8A,6.9047,1.1633,2.6339,0.2854,25.978,25.027,26.929,8B,-1.978
Poseidon,2,7C+,1.2542,1.6061,2.2592,1.2360,25.341,21.222,29.459,8A+,-2.341
Spanner,1,7B+,1.2324,2.1673,3.5579,1.2591,27.548,23.353,31.744,8C,-6.548
N.N. (Block 4),1,6A+,0.2491,2.2272,4.2689,1.1054,28.757,25.074,32.440,8C+,-15.757
No Mercy,18,7A+,2.0601,0.5705,1.2002,0.4418,23.540,22.068,25.012,8A,-4.540
Hvala,2,7C+,0.2893,1.4447,3.0468,1.2316,26.680,22.576,30.783,8B+,-3.680
Big Kat,23,8B+,7.2828,1.3616,4.1612,0.3283,28.574,27.480,29.668,8C+,-1.574
Scarface,1,7B,0.7311,2.4640,3.1889,1.3836,26.921,22.311,31.531,8B+,-6.921
Delirio d'ipotesi,9,7C+,3.5938,1.2018,3.9686,0.4793,28.247,26.650,29.844,8C,-5.247
sneestrum,2,8A,0.5286,1.2190,4.6419,0.7896,29.391,26.760,32.022,8C+,-5.391
Doppel infraction left side,1,8A,1.4960,2.7604,3.8964,1.3620,28.124,23.586,32.662,8C,-4.124
Dark Sakai Stand,6,8A+,1.6684,0.9206,4.2288,0.5494,28.689,26.858,30.519,8C+,-3.689
start in a out in c,1,8A,1.5327,2.0620,5.4541,0.8835,30.772,27.828,33.716,30.772050318133477,-6.772
Le Dragon de Sishuan,4,7B+,0.9940,1.1583,3.6953,0.6488,27.782,25.620,29.944,8C,-6.782
Damiconexion,2,8A+,1.5093,1.2165,4.0776,0.6779,28.432,26.173,30.691,8C,-3.432
La Platte,11,7C,3.2721,0.9597,3.8884,0.4291,28.110,26.681,29.540,8C,-6.110
Purity,105,6C+,3.1569,0.5009,-2.6649,0.2625,16.970,16.095,17.844,6C+,+0.030
wovenhand,19,8B,4.2244,0.8440,3.6618,0.3166,27.725,26.670,28.780,8C,-1.725
Purity deep,72,7B,4.1410,0.8933,-1.5604,0.3127,18.847,17.805,19.889,7A+,+1.153
N.N. (Block 16.2),1,6A,0.0846,2.1303,2.6809,1.7541,26.058,20.213,31.902,8B,-14.058
"Caffè, croissants et gourmandise",3,7C+,2.7286,2.4184,4.0017,1.0572,28.303,24.780,31.826,8C,-5.303
Trieste-Gottardo,2,7C+,0.8941,1.1745,1.6985,1.1182,24.388,20.662,28.113,8A,-1.388
Left hand of darkness,6,8A+,2.9535,1.1369,4.1805,0.6107,28.607,26.572,30.642,8C+,-3.607
N.N. (Block 18.1),1,7A+,1.6909,2.4029,5.2914,1.5262,30.495,25.410,35.581,30.495326408627083,-11.495
N.N. (Block 18.5),1,6C,1.7196,2.6119,5.2745,1.6185,30.467,25.074,35.860,30.466705306077028,-14.467
Katana,37,7A,0.5447,0.3341,-1.1708,0.3889,19.510,18.214,20.805,7B,-1.510
L'art des brosseurs,1,8A,0.3539,2.1710,3.9761,1.2484,28.259,24.100,32.419,8C,-4.259
Purity-Kante,69,6C,2.8414,0.6724,-3.2255,0.3369,16.017,14.894,17.139,6C,-0.017
Sussy Dog,1,8A,2.4863,2.3565,4.8615,1.1840,29.765,25.819,33.710,29.76458548393831,-5.765
Crafter,8,7C+,1.7522,0.8739,3.7181,0.4208,27.821,26.419,29.223,8C,-4.821
Ziggy Stardust,89,6B,0.0709,0.2366,-5.0021,0.3205,12.996,11.929,14.064,6A+,+1.004
Fred's Shield stand,100,7C,6.8453,1.1511,-0.8467,0.3049,20.061,19.045,21.077,7B,+1.939
Moonraker,87,7A+,0.4804,0.2167,-3.3129,0.3060,15.868,14.848,16.888,6C,+3.132
Flood Alert,47,7A+,0.2548,0.2777,-1.2196,0.4275,19.427,18.002,20.851,7A+,-0.427
Herr Zimmerli,28,7B,3.4981,0.8693,0.1514,0.4731,21.757,20.181,23.334,7C,-1.757
Le trio infernal,5,8A+,3.6891,1.4486,4.6690,0.6599,29.437,27.239,31.636,8C+,-4.437
"Caffé, croissant et gourmandise (left)",1,8A,1.4233,2.1459,3.0490,1.1465,26.683,22.863,30.503,8B+,-2.683
Foxy Dyno,26,8A,6.1564,1.2466,3.4454,0.2884,27.357,26.396,28.318,8B+,-3.357
Oblivion,559,7A,4.8241,0.2502,-3.0034,0.1048,16.394,16.045,16.743,6C,+1.606
Acid House,10,7C,3.9432,1.2854,2.7725,0.5049,26.213,24.531,27.896,8B,-4.213
N.N. (Block 18 Nr. 1),1,7A+,1.5049,2.6708,3.1481,1.1938,26.852,22.874,30.830,8B+,-7.852
La tarlouze,11,8A+,4.7989,1.1875,4.2077,0.4481,28.653,27.160,30.146,8C+,-3.653
Heb da Siech,8,7B,0.0215,0.8843,0.1807,1.0051,21.807,18.458,25.156,7C,-1.807
Vol au vent sit,12,7B+,0.3393,0.6032,1.4136,0.6518,23.903,21.731,26.075,8A,-2.903
long t-block,1,8A,1.9511,2.4601,3.7010,1.4447,27.792,22.978,32.605,8C,-3.792
Darkness Fall,1,7B+,0.0488,1.8751,4.6833,0.9119,29.462,26.423,32.500,8C+,-8.462
Dadaumpa,34,7A,2.2452,0.6951,-1.5498,0.4150,18.865,17.482,20.248,7A+,-0.865
Umpa Lumpa,8,7C,4.6488,1.1640,2.8096,0.6189,26.276,24.214,28.338,8B,-4.276
Non voltarti indietro,75,7B,1.5788,0.2425,-1.2293,0.2602,19.410,18.543,20.277,7A+,+0.590
Tu vuò fa l'Americano,42,8A,6.4138,1.0099,2.6115,0.3097,25.940,24.908,26.971,8B,-1.940
Lo stretto indispensabile,4,8A,3.9048,1.9649,3.4526,1.0412,27.369,23.900,30.839,8B+,-3.369
greenpeace,76,7A,1.8089,0.3417,-1.6204,0.3051,18.745,17.729,19.762,7A+,-0.745
New Kids under the Block,14,7B,2.6567,1.3148,0.1901,0.6661,21.823,19.604,24.043,7C,-1.823
Life goes on,20,8B+,6.7125,1.4296,4.3211,0.3233,28.846,27.769,29.923,8C+,-1.846
Nippel,20,6C,0.5549,0.5713,-2.6311,0.6068,17.027,15.005,19.049,6C+,-1.027
Spam it,28,7B,1.7145,0.4624,0.8063,0.4802,22.871,21.271,24.471,7C+,-2.871
sissy dog,11,8A,6.3197,1.5792,3.0704,0.5525,26.720,24.879,28.560,8B+,-2.720
Der mit dem Fels tanzt,7,8C,4.9902,1.4318,4.6958,0.5591,29.483,27.620,31.346,8C+,-1.483
rah plat plat,2,8A,3.2506,1.5173,4.8314,0.8102,29.713,27.014,32.413,29.713338649196096,-5.713
Evo problem,2,7B+,0.1986,1.8828,3.3067,1.6344,27.121,21.675,32.567,8B+,-6.121
Wild light,16,7A,1.0319,0.6389,-2.7589,0.6809,16.810,14.541,19.079,6C+,+1.190
foxy lady direct,1,8A,1.4823,2.0480,5.6181,0.9548,31.051,27.870,34.232,31.050826945092734,-7.051
Mini sex,459,7C,6.5091,0.5447,-0.2629,0.1208,21.053,20.651,21.455,7B+,+0.947
Nating change,1,8A,0.8113,2.1811,5.1401,0.9721,30.238,26.999,33.477,30.238093346563616,-6.238
Half Moon Bay,122,7A+,3.4926,0.4033,-1.2713,0.2343,19.339,18.558,20.119,7A+,-0.339
Highball right of General,2,8A,3.6882,2.1229,5.1790,1.0313,30.304,26.868,33.740,30.304314648494806,-6.304
Brain in crisis,3,8A+,3.5463,1.4330,4.6257,0.5763,29.364,27.444,31.284,8C+,-4.364
Humphrey Bogart,18,8A+,5.6096,1.1957,3.7954,0.3914,27.952,26.648,29.256,8C,-2.952
Martho,19,7B,1.6036,0.8034,-0.2704,0.5190,21.040,19.311,22.770,7B+,-1.040
Einfisch Kleinfisch,28,8A+,6.8585,1.4205,3.1938,0.3180,26.930,25.870,27.989,8B+,-1.930
Sandfloh,28,6C,1.3364,0.5001,-3.1313,0.4553,16.177,14.660,17.694,6C,-0.177
N.N. (Block 13),1,7A+,0.4965,2.7382,3.9230,1.5689,28.169,22.941,33.397,8C,-9.169
M'raut,31,7C+,4.0048,0.9349,0.1763,0.4055,21.800,20.449,23.151,7C,+1.200
Murg Quergang,1,7B,0.8631,2.1020,3.3787,1.5194,27.244,22.181,32.307,8B+,-7.244
Highdyland,15,7C,4.7630,1.6228,0.6430,0.5617,22.593,20.722,24.464,7C+,-0.593
Flow,3,7C+,1.1135,1.2016,4.7089,0.9842,29.505,26.226,32.785,29.50520570205668,-6.505
N.N. (Block 18.3),2,6A+,0.6983,1.7807,1.0024,1.1786,23.204,19.277,27.131,7C+,-10.204
Il paziente,12,7C,2.2624,0.7460,2.7769,0.3692,26.221,24.991,27.451,8B,-4.221
Big cheese sd,24,7A,0.3745,0.4095,0.1714,0.4622,21.791,20.251,23.332,7C,-3.791
Fulcrum direct,6,8A,2.3383,1.1458,4.0423,0.5415,28.372,26.568,30.176,8C,-4.372
Nico rott,4,7A+,0.1387,1.0984,2.6487,1.0375,26.003,22.546,29.460,8B,-7.003
Minisex roof sit,34,8A,4.4858,0.7629,2.5499,0.2762,25.835,24.914,26.755,8B,-1.835
J'accuse,5,8A+,2.2910,1.2145,3.9174,0.6336,28.160,26.049,30.271,8C,-3.160
Colorado Avalanche,3,8A,3.4375,2.0663,3.2176,0.8175,26.970,24.246,29.694,8B+,-2.970
Message in the bottle,14,7A,0.8447,0.5615,0.9335,0.6066,23.087,21.066,25.108,7C+,-5.087
Colorado Spring,2,8A+,0.2082,2.0362,3.3975,1.0077,27.276,23.918,30.633,8B+,-2.276
D-Day,8,7A+,0.2661,0.8354,0.7452,0.6541,22.767,20.587,24.946,7C+,-3.767
Bechamelle,47,6A,0.0477,0.3123,-4.6145,0.3563,13.655,12.468,14.842,6B,-1.655
Cervo a primavera,12,7A+,2.0901,0.7118,0.2786,0.6317,21.974,19.869,24.078,7C,-2.974
Silence,5,8A,5.2811,1.8422,3.5272,0.7149,27.496,25.114,29.878,8B+,-3.496
L'apprehension,15,8A+,4.2595,0.9590,1.8271,0.5378,24.606,22.814,26.398,8A+,+0.394
Variante A.J.,111,6B,0.1185,0.1772,-7.0574,0.2089,9.502,8.806,10.198,5B,+4.498
Tête à coussin,2,7C,0.6587,1.2189,4.6222,0.9018,29.358,26.353,32.362,8C+,-7.358
Cercle vicieux,2,8A,1.4838,1.9362,4.6962,0.9423,29.484,26.344,32.623,8C+,-5.484
Steppingstone,9,8B,2.8152,1.0970,4.2314,0.4875,28.693,27.069,30.318,8C+,-2.693
Viel Arbeit,9,7C,0.4932,0.5693,1.9693,0.6250,24.848,22.766,26.930,8A+,-2.848
Wie im Urlaub,302,7C+,8.3581,0.7129,0.4408,0.1551,22.249,21.732,22.766,7C,+0.751
Second Life - Part 2,9,7C,1.0984,0.4786,0.8331,0.4845,22.916,21.302,24.531,7C+,-0.916
Jungle book original,1,7C+,1.2121,2.1650,5.3893,1.0737,30.662,27.084,34.239,30.66188710912033,-7.662
Flatlander,16,7A,2.1656,0.6603,2.6591,0.3925,26.020,24.712,27.328,8B,-8.020
Romance Killer,6,7C,0.6850,0.8952,1.2345,0.9230,23.599,20.523,26.674,8A,-1.599
Von Wehmut zu Demut,7,7A,0.8374,0.9889,0.1802,0.8796,21.806,18.876,24.737,7C,-3.806
Ajax,105,6A,0.1622,0.2323,-4.6980,0.2197,13.513,12.782,14.245,6B,-1.513
Nike,12,8B,3.5845,0.8411,3.7502,0.4954,27.875,26.225,29.526,8C,-1.875
N.N. (Block 15),1,6C+,0.2051,1.2777,1.9240,1.4264,24.771,20.018,29.524,8A+,-7.771
Nightstalker,8,7B,1.7334,1.2504,-0.0106,0.8254,21.482,18.732,24.232,7B+,-1.482
Bourgogne,12,8B,5.3337,1.6413,2.6967,0.6633,26.084,23.874,28.295,8B,-0.084
Taurus,40,8A,6.6051,1.3786,1.0941,0.4166,23.360,21.972,24.748,7C+,+0.640
Frontline,6,8B,4.8389,1.3122,4.6447,0.6021,29.396,27.390,31.402,8C+,-3.396
Darkiller,6,8A,2.9597,1.4636,4.7982,0.5672,29.657,27.767,31.547,29.65695066111054,-5.657
Stiefmütterliche Nächstenliebe,22,6C,0.3421,0.5219,-2.4269,0.5772,17.374,15.451,19.297,6C+,-1.374
Just toe it,330,7A,5.1336,0.3852,-1.6662,0.1357,18.668,18.215,19.120,7A+,-0.668
Bisex,102,6C,1.5488,0.2601,-3.2244,0.2372,16.019,15.228,16.809,6C,-0.019
"N.N. (Block 10, platte)",1,7A+,2.0682,2.4760,3.4453,1.0613,27.357,23.821,30.893,8B+,-8.357
In der Wiege,14,7A+,0.8405,0.6819,-1.4221,0.6378,19.082,16.957,21.208,7A+,-0.082
Xénocracie,13,7B,1.5313,0.8840,-0.2419,0.6398,21.089,18.957,23.220,7B+,-1.089
Le galet stand,2,8A+,2.1720,2.0230,4.0439,0.8998,28.375,25.376,31.373,8C,-3.375
vox canum,2,7A+,1.1575,1.5690,4.4358,1.2034,29.041,25.031,33.051,8C+,-10.041
Kraken express,2,8A,3.5722,2.0355,5.1212,0.8511,30.206,27.370,33.042,30.20599265997993,-6.206
Great escape,18,8B,6.4084,1.3920,3.8981,0.3281,28.127,27.034,29.220,8C,-2.127
Tirfort,21,7C,1.8913,0.5957,1.5875,0.4104,24.199,22.831,25.566,8A,-2.199
Kittesen Kula,2,7C+,0.8842,1.2263,4.2904,0.9414,28.794,25.657,31.931,8C+,-5.794
Anchors Punch,33,8A+,3.7551,0.5866,2.2243,0.3870,25.281,23.992,26.571,8A+,-0.281
Schlagseite,51,7A,3.1260,0.7606,-2.1348,0.3738,17.871,16.625,19.116,7A,+0.129
Netsuke,35,8B,7.7754,1.2718,1.1356,0.3749,23.430,22.181,24.680,7C+,+2.570
Kristallpalast,184,7B,3.1333,0.2406,-2.1709,0.1607,17.810,17.274,18.345,7A,+2.190
Cafelat e Campari,95,8A,7.5259,0.9015,0.3250,0.2279,22.053,21.293,22.812,7C,+1.947
Miramax,34,7A,0.1023,0.3941,-0.8465,0.5055,20.061,18.377,21.745,7B,-2.061
Mikrobe,212,7A+,1.5494,0.1855,-4.8813,0.1936,13.202,12.557,13.847,6A+,+5.798
G.h.k.V.,10,7A+,1.4020,1.0088,-0.7295,0.7715,20.260,17.689,22.830,7B,-1.260
Pour toi? Ok,1,7A,0.4319,2.4796,2.2798,1.4133,25.376,20.667,30.085,8A+,-7.376
Lektion in Demut,11,7B+,4.4789,1.7039,0.5046,0.5855,22.358,20.407,24.309,7C,-1.358
Huckleberry's Finne,13,7A,0.7528,0.8210,-0.8169,0.8448,20.111,17.296,22.926,7B,-2.111
Sinn und Zweck der Zentralisierung,13,7A+,1.8577,0.8926,0.3335,0.6161,22.067,20.014,24.120,7C,-3.067
Wichtel,33,6B,0.7398,0.5953,-4.9299,0.4499,13.119,11.620,14.618,6A+,+0.881
Mademiläige,14,7B,0.5260,0.5448,-0.6552,0.7117,20.386,18.015,22.757,7B,-0.386
Never Ending Story,5,8B+,5.5451,1.7143,5.2384,0.5833,30.405,28.462,32.349,30.405224884367872,-3.405
Baby boss,57,7C,2.3225,0.3951,0.3505,0.3080,22.096,21.069,23.122,7C,-0.096
Seniorenclub,3,7C+,1.7308,1.1675,1.5901,0.7951,24.203,21.554,26.852,8A,-1.203
Gute Fee,9,6C+,0.0492,0.6649,-1.4813,0.9301,18.982,15.883,22.081,7A+,-1.982
Schrecklich schön,7,7A+,1.9205,1.4992,0.9570,0.6454,23.127,20.976,25.278,7C+,-4.127
El vecchio Capa,6,8B,3.1442,1.2126,4.5967,0.5563,29.314,27.461,31.168,8C+,-3.314
Eine unerwartete Reise,2,8B+,2.0939,1.7196,2.5270,0.9857,25.796,22.512,29.080,8B,+1.204
Chüngel,32,7C,6.3600,1.3938,-0.0717,0.4375,21.378,19.920,22.836,7B+,+0.622
Urdinkelbrot,12,7A,1.3340,0.9260,-0.8194,0.7375,20.107,17.650,22.564,7B,-2.107
Enter Pagan,6,7A,1.8266,1.1941,0.0693,0.8130,21.618,18.909,24.327,7C,-3.618
sun of a gun,5,7C,0.0859,2.1085,5.6654,1.2399,31.131,27.000,35.263,31.13125136139376,-9.131
Knüppel aus dem Sack,97,7A+,1.3428,0.1988,-3.1303,0.2578,16.179,15.319,17.038,6C,+2.821
Anime planet,79,7A,1.8968,0.2945,-2.2761,0.2728,17.631,16.722,18.540,7A,+0.369
Left Infraction,17,7B,2.4524,0.8108,-0.0951,0.6434,21.338,19.194,23.482,7B+,-1.338
Taille bâtarde,4,8A+,1.8098,1.1117,4.7593,0.6948,29.591,27.276,31.906,29.590803866620828,-4.591
Fischerhose und Flanellhemd ohne Riss,1,7B,0.4160,2.6395,3.2110,1.7274,26.959,21.203,32.715,8B+,-6.959
Erdbeerkante,57,6A,0.0529,0.2430,-5.6116,0.3320,11.960,10.854,13.067,6A,+0.040
Fort Knox,12,7B+,3.3006,1.7199,0.6418,0.5968,22.591,20.603,24.579,7C+,-1.591
Boatrunner,47,7B,0.1517,0.2478,-0.9885,0.3772,19.819,18.563,21.076,7B,+0.181
La Gran Eviasion,1,7C+,1.8897,1.9394,5.3297,0.9149,30.560,27.512,33.609,30.560493150047474,-7.560
One Way,13,7A,1.1814,0.7337,-1.5911,0.6236,18.795,16.717,20.873,7A+,-0.795
Occhio del Galles,9,7B+,1.3056,0.8526,1.8997,0.5958,24.729,22.744,26.715,8A+,-3.729
La Perla,38,6C+,0.0434,0.3530,-5.7006,0.4730,11.809,10.233,13.385,6A,+5.191
From the Darkness to the sunshine Low,44,8A,6.2127,1.0863,3.0198,0.2666,26.634,25.745,27.522,8B+,-2.634
Grande ourse,24,7C,2.8998,0.6249,-0.1730,0.4997,21.206,19.541,22.871,7B+,+0.794
Greta Garbo,4,7B+,2.4185,1.3998,1.7578,0.6464,24.488,22.334,26.642,8A,-3.488
Never ending story 2,84,8A,8.2155,1.0145,1.8709,0.2274,24.680,23.923,25.438,8A+,-0.680
Capolungo,39,7A,1.7753,0.4468,-0.2744,0.3896,21.034,19.736,22.332,7B+,-3.034
Spextra Jump,8,7C,0.3294,0.8582,0.3173,0.8974,22.039,19.049,25.029,7C,-0.039
Azione lancio,3,7A+,0.6791,1.1725,1.1979,1.1141,23.536,19.824,27.249,8A,-4.536
La Brionesque,91,8A,6.4080,0.7855,1.9358,0.2792,24.791,23.861,25.721,8A+,-0.791
Molonk Left,124,7C+,5.0228,0.4230,0.9713,0.2184,23.151,22.424,23.879,7C+,-0.151
Schmerzkeks,8,7B+,0.3341,0.8700,0.5925,0.8928,22.507,19.532,25.482,7C+,-1.507
Mantle,1,5B,0.3084,2.0408,-0.8743,2.3873,20.014,12.059,27.968,7B,-10.014
Euro millions,59,7A+,1.3387,0.3266,-1.2417,0.2719,19.389,18.483,20.295,7A+,-0.389
Tour de France,15,7B,1.3733,0.6943,-0.2941,0.5399,21.000,19.201,22.799,7B+,-1.000
Rechtsträger,13,7A+,2.9312,1.4172,-0.0891,0.6459,21.349,19.197,23.501,7B+,-2.349
Dr. Morpho,51,7A,2.7382,0.4560,-2.9222,0.3512,16.532,15.362,17.702,6C+,+1.468
Impingement-Syndrom,14,7A+,1.9140,1.1511,0.9728,0.6222,23.154,21.081,25.227,7C+,-4.154
Rolli'n,12,6C+,1.6929,0.8984,-2.5922,0.8347,17.093,14.312,19.875,6C+,-0.093
The Arkenstone,9,8A+,4.8408,1.1467,4.5512,0.5125,29.237,27.529,30.945,8C+,-4.237
Pinguin,34,7A,3.9688,1.0206,-1.1333,0.3700,19.573,18.341,20.806,7B,-1.573
L'ombre du vent,9,8B,6.3930,1.3957,3.0109,0.5276,26.618,24.861,28.376,8B+,-0.618
Humphrey Bogart,1,8B,0.1906,1.8998,5.3416,1.1513,30.581,26.744,34.417,30.580734372218593,-4.581
Reign in Blood,14,7B+,2.3604,0.8381,0.2451,0.5852,21.917,19.967,23.867,7C,-0.917
Broken bottles,136,7C,7.6085,1.3326,-1.8004,0.2270,18.439,17.683,19.196,7A,+3.561
The lonely island,54,7A,2.0043,0.4576,-2.6983,0.3266,16.913,15.825,18.001,6C+,+1.087
Caffè croissant et gourmandie,1,7C+,2.4010,2.7661,4.0096,1.1788,28.316,24.389,32.244,8C,-5.316
Frozen September,8,7A,0.7114,0.8712,-0.1506,0.8360,21.244,18.458,24.029,7B+,-3.244
Purity deep left,5,7B+,0.9168,1.1570,1.6110,0.8314,24.239,21.468,27.009,8A,-3.239
M. Mule,18,7B,1.7332,0.6525,2.4381,0.5068,25.645,23.956,27.333,8B,-5.645
Starbutts,89,7B,2.2342,0.3166,-0.5840,0.2603,20.507,19.640,21.375,7B+,-0.507
Dorian Gray,4,8A+,1.3565,1.1715,4.2634,0.7178,28.748,26.356,31.139,8C+,-3.748
Pediküre,17,7A+,1.3441,0.7381,-3.4612,0.5207,15.616,13.881,17.351,6C,+3.384
Don Pippo,15,7A,3.0871,0.7121,-3.5841,0.4237,15.407,13.995,16.819,6B+,+2.593
Backbone,19,7C+,4.5498,1.6543,1.5014,0.4442,24.052,22.572,25.532,8A,-1.052
La rose de Murg,7,8B,2.2133,0.9699,2.4632,0.6980,25.687,23.362,28.013,8B,+0.313
Iur,7,8B+,3.5344,1.0022,4.2607,0.6743,28.743,26.496,30.990,8C+,-1.743
Kristallo,97,7C,2.1412,0.3084,-0.5000,0.2411,20.650,19.847,21.453,7B+,+1.350
Walk the Line stand,6,7C+,1.9686,0.8291,3.4584,0.5890,27.379,25.417,29.342,8B+,-4.379
Pumpeetow,2,8B,0.1354,1.3366,4.0431,0.7976,28.373,25.716,31.031,8C,-2.373
Khumba mela,8,8A+,4.9924,1.4968,4.1287,0.5232,28.519,26.775,30.262,8C+,-3.519
The secret passage,8,7C+,2.7834,1.3268,4.2182,0.5423,28.671,26.864,30.478,8C+,-5.671
The great escape,1,8B,3.3944,2.2797,6.6231,1.0353,32.759,29.310,36.209,32.7591905877115,-6.759
Somnolence,5,8B,5.1807,1.7508,5.6335,0.5624,31.077,29.203,32.951,31.076996541485798,-5.077
Sunflower,4,8A,2.6904,1.3266,4.2395,0.5992,28.707,26.711,30.704,8C+,-4.707
Sojus,34,7C+,4.2752,0.7189,0.4336,0.4487,22.237,20.742,23.732,7C,+0.763
Karmela,5,7C+,3.9116,1.7476,2.7245,0.6807,26.132,23.864,28.400,8B,-3.132
Obvilion,4,7C+,2.2446,1.5781,1.5298,0.8647,24.101,21.220,26.982,8A,-1.101
Pimp my Roof,34,6C+,0.8269,0.5140,-2.2865,0.4468,17.613,16.124,19.102,7A,-0.613
Collaboration,50,8A,4.9148,0.5501,1.4435,0.3550,23.954,22.771,25.137,8A,+0.046
Der Strahler,4,8A+,3.1549,1.6338,2.9088,0.8812,26.445,23.509,29.381,8B,-1.445
Dog Town,10,7C,1.0978,0.6438,2.2897,0.5911,25.392,23.423,27.362,8A+,-3.392
Kampfkoloss,6,7C,1.2490,1.2366,1.6251,0.7718,24.263,21.691,26.834,8A,-2.263
Rotkehlchen Trav's,17,7C,0.8522,0.4722,1.1586,0.4704,23.470,21.902,25.037,7C+,-1.470
Arête with the Pocket,1,8A,0.3964,1.7771,4.9558,1.2671,29.925,25.703,34.147,29.924885072424654,-5.925
Kerplunk,1,8A,0.7991,2.0918,4.7793,1.2669,29.625,25.403,33.846,29.62485398558928,-5.625
The cruiso,43,7A,1.1887,0.3525,-2.6212,0.4069,17.044,15.688,18.400,6C+,+0.956
Fred's Shield low,26,8A,6.3742,1.3592,1.3587,0.4051,23.810,22.460,25.160,8A,+0.190
Ommadawn,9,7B,0.4125,0.6897,0.0337,0.8910,21.557,18.589,24.526,7C,-1.557
The loose,1,7C,0.1453,1.7086,3.9843,1.1309,28.273,24.505,32.041,8C,-6.273
Sonnentanz,1,8A,0.0131,1.3367,2.7062,1.9717,26.101,19.531,32.670,8B,-2.101
Musher,167,7C,5.7455,0.4651,-0.6321,0.1770,20.425,19.836,21.015,7B,+1.575
Mikrokosmos,129,7C,4.4365,0.4615,1.3403,0.1809,23.779,23.176,24.381,8A,-1.779
Fred's Shield sit,18,8A+,6.2438,1.5633,1.9847,0.4057,24.874,23.522,26.226,8A+,+0.126
New kids low,58,7B,4.1271,0.9801,-1.9954,0.3388,18.108,16.979,19.237,7A,+1.892
Mistero,33,7A+,1.0273,0.3699,-0.3117,0.4179,20.970,19.578,22.363,7B+,-1.970
Call of Duty,227,7C+,4.4035,0.3084,-1.6187,0.1739,18.748,18.169,19.328,7A+,+4.252
Longbow,6,8B+,1.3837,0.9021,4.1038,0.5848,28.477,26.528,30.425,8C,-1.477
9th Power,420,7C,7.1587,0.5516,-0.6316,0.1237,20.426,20.014,20.838,7B,+1.574
Gottesanbeterin,30,7A,1.5371,0.5352,-1.8697,0.4290,18.321,16.892,19.751,7A,-0.321
Cruise control,26,7C,1.4447,0.4141,1.2017,0.4040,23.543,22.197,24.889,8A,-1.543
N.N. (jump),2,7C,0.3103,1.4914,3.0089,1.0659,26.615,23.064,30.167,8B+,-4.615
by by fingers,4,8A,3.2213,1.5685,4.0164,0.5463,28.328,26.508,30.148,8C,-4.328
t-block,1,7C,1.6433,2.0331,3.2212,1.4246,26.976,22.229,31.723,8B+,-4.976
Geyser sound,36,8A,5.8183,0.9261,2.0001,0.3191,24.900,23.837,25.963,8A+,-0.900
Stur + Mopfer,3,7A+,0.6617,0.8232,0.2073,1.0303,21.852,18.419,25.285,7C,-2.852
Geklauter Nachtisch sd,1,7C,0.2792,2.6157,4.0357,1.5233,28.361,23.285,33.436,8C,-6.361
Camourange,7,8A,4.2283,0.9270,3.9222,0.5310,28.168,26.398,29.937,8C,-4.168
The impossible reta,35,7B+,2.1513,0.5442,-0.2029,0.3455,21.155,20.004,22.306,7B+,-0.155
Right Hand of Darkness,23,8A,6.2467,1.1403,2.9426,0.3301,26.502,25.403,27.602,8B+,-2.502
Linea Forzata,61,7A,2.0079,0.3412,-1.2085,0.3411,19.446,18.309,20.582,7A+,-1.446
Midnight Lightning of Ticinio,1,7C+,2.5260,2.4967,6.4185,0.9241,32.412,29.332,35.491,32.411530598249016,-9.412
Left Brione Arete,23,7A+,0.8010,0.4477,-0.8380,0.5782,20.075,18.149,22.002,7B,-1.075
The riverbed,4,8B,4.2108,1.6732,5.3221,0.7020,30.548,28.208,32.887,30.5475511681022,-4.548
Kassiopeia,22,7C+,3.9407,0.8749,2.4387,0.3991,25.646,24.316,26.976,8B,-2.646
Le Grand Invasion,2,7C+,0.0785,1.1465,4.5747,1.0870,29.277,25.655,32.899,8C+,-6.277
Lemontree,2,6C+,0.1191,1.1816,3.8808,0.9574,28.097,24.907,31.287,8C,-11.097
Better than nothing,12,7A+,0.3216,0.5657,1.2686,0.5570,23.657,21.801,25.512,8A,-4.657
Air Jordan,5,8A,0.1916,0.9805,3.7947,0.5982,27.951,25.958,29.944,8C,-3.951
"Caffé, croissant et gourmandise",50,7C+,6.1460,1.2615,0.8459,0.3614,22.938,21.734,24.142,7C+,+0.062
Story direct,3,8B,2.5456,1.6516,5.0899,0.7687,30.153,27.592,32.714,30.15284329407316,-4.153
Mithril sit,3,8B+,3.4135,1.5590,4.7076,0.8089,29.503,26.808,32.198,29.502971903882678,-2.503
Endless river,2,8B,1.1761,1.5316,5.0034,0.9193,30.006,26.943,33.069,30.005862598402537,-4.006
Black despair,21,7B+,0.5212,0.4118,0.7410,0.5124,22.760,21.053,24.467,7C+,-1.760
Straight flush,3,8B,3.1285,1.5273,4.9602,0.8264,29.932,27.179,32.686,29.93240572051011,-3.932
N.N. (Block 18.x),1,7B,1.1781,1.8298,5.6749,1.7286,31.147,25.388,36.907,31.147259115087664,-11.147
