name,ascents,grade,popularity,elo,elo_std,pop_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
William Wallace,2,7C+,-0.8869,4.0465,0.0000,0.0000,20.299,20.299,20.299,7B,+2.701
11.4,2,6C,-2.2395,-1.2322,0.0000,0.0000,16.372,16.372,16.372,6C,-0.372
Gluhstrunkf,1,6A+,-2.2279,-7.3985,0.0000,0.0000,12.261,12.261,12.261,6A,+0.739
Hüpfburg - bloc 1 (block neben Blue sky of mine) r,1,6B+,-11.1841,-4.5886,0.0000,0.0000,11.457,11.457,11.457,5C,+3.543
Pinot Noir,23,7A+,1.5235,-2.1162,0.0000,0.0000,16.908,16.908,16.908,6C+,+2.092
Blue Lagoon,47,8A,5.1065,1.1095,0.0000,0.0000,20.132,20.132,20.132,7B,+3.868
Lindor,6,5C,-2.4882,-4.7753,0.0000,0.0000,13.934,13.934,13.934,6B,-2.934
extasy,1,6C,-4.3785,6.9772,0.0000,0.0000,21.210,21.210,21.210,7B+,-5.210
Bloc #16b/42,1,6A,-6.4287,-1.7372,0.0000,0.0000,14.782,14.782,14.782,6B+,-2.782
Kingkong,2,7A+,0.7643,4.3777,0.0000,0.0000,21.014,21.014,21.014,7B+,-2.014
N.N. 28,1,5C,-1.6468,1.5122,0.0000,0.0000,18.381,18.381,18.381,7A,-7.381
paese,1,7A,1.8521,4.2322,0.0000,0.0000,21.242,21.242,21.242,7B+,-3.242
Le Pilier og,1,8A,-1.3969,3.8301,0.0000,0.0000,20.002,20.002,20.002,7B,+3.998
"N.N. (Masso 10, blocco 2a)",1,6B,-8.2422,-0.7909,0.0000,0.0000,14.871,14.871,14.871,6B+,-0.871
Raoul's Bloc,1,6C+,-4.4124,0.0262,0.0000,0.0000,16.562,16.562,16.562,6C+,+0.438
mad ass crack,1,3A,-4.8329,-7.2516,0.0000,0.0000,11.580,11.580,11.580,6A,-8.580
9c Kamel,1,3A,-4.8029,-7.3635,0.0000,0.0000,11.515,11.515,11.515,6A,-8.515
Money for nothing direct,5,7A,-0.7768,-2.5190,0.0000,0.0000,15.951,15.951,15.951,6C,+2.049
Effetti Speciali direct,1,6B,-3.4740,-2.6086,0.0000,0.0000,15.085,15.085,15.085,6B+,-1.085
Riss,1,5A,-2.3005,-8.3757,0.0000,0.0000,11.588,11.588,11.588,6A,-2.588
The shield 2.0 sit,6,8A,5.8219,2.7479,0.0000,0.0000,21.439,21.439,21.439,7B+,+2.561
Maracas variante,3,6A,-3.3390,-3.5765,0.0000,0.0000,14.479,14.479,14.479,6B,-2.479
N.N. (Bloc 7a nr. 4),1,6A,-5.7130,-1.9755,0.0000,0.0000,14.837,14.837,14.837,6B+,-2.837
N.N. (Bloc 2b nr. 7),1,5A,-5.7166,-1.9760,0.0000,0.0000,14.836,14.836,14.836,6B+,-5.836
Bloc #14/41,2,6A,-4.6880,-9.8911,0.0000,0.0000,9.862,9.862,9.862,5B,+2.138
Geschirrlade,8,6B,0.0717,-1.1394,0.0000,0.0000,17.125,17.125,17.125,6C+,-3.125
Belle Madelaine (short),3,6C+,-1.2432,2.7654,0.0000,0.0000,19.338,19.338,19.338,7A+,-2.338
Fresco look,4,5C,-1.6700,-4.9982,0.0000,0.0000,14.030,14.030,14.030,6B,-3.030
N.N. (Masso 5-12),1,6B,-2.0003,2.9786,0.0000,0.0000,19.253,19.253,19.253,7A+,-5.253
Be cool,6,7A,-0.7802,-1.6616,0.0000,0.0000,16.522,16.522,16.522,6C+,+1.478
Sharba Barbie,1,7A,-1.2024,2.1256,0.0000,0.0000,18.923,18.923,18.923,7A+,-0.923
Nepoznat,1,7B,-2.6247,-2.2797,0.0000,0.0000,15.558,15.558,15.558,6C,+4.442
93c,1,6C,-3.5993,-4.2218,0.0000,0.0000,13.971,13.971,13.971,6B,+2.029
links von Dark side of the moon,1,4A,-3.8964,-7.8833,0.0000,0.0000,11.439,11.439,11.439,5C,-5.439
N.N. 36,1,6A,-3.6202,-1.1838,0.0000,0.0000,15.992,15.992,15.992,6C,-3.992
Magic Mushrooms,11,7B,1.4295,-0.4103,0.0000,0.0000,18.018,18.018,18.018,7A,+1.982
Kod putokaza,1,6C+,-3.7840,-4.1930,0.0000,0.0000,13.935,13.935,13.935,6B,+3.065
La Boume,1,7B,0.4927,4.1912,0.0000,0.0000,20.808,20.808,20.808,7B+,-0.808
N.N. (Masso 8b / 21 sitstart),1,7A,-5.0279,-0.3537,0.0000,0.0000,16.124,16.124,16.124,6C,+1.876
Ecstasy,12,7A,1.5838,-2.0344,0.0000,0.0000,16.981,16.981,16.981,6C+,+1.019
33.e,1,6A+,-3.5032,-6.8503,0.0000,0.0000,12.246,12.246,12.246,6A,+0.754
N.N. (Boulder 11 d),1,7B,-1.8034,2.8852,0.0000,0.0000,19.250,19.250,19.250,7A+,+0.750
N.N. (Blocco 7 / 2),2,6A,-4.2868,-1.2152,0.0000,0.0000,15.771,15.771,15.771,6C,-3.771
"Blocco3, 1",1,6A,-2.6345,-9.2882,0.0000,0.0000,10.879,10.879,10.879,5C,+1.121
vocci della cantina,1,7B+,-0.8367,3.2950,0.0000,0.0000,19.813,19.813,19.813,7B,+1.187
Bianc e biröl,2,6B+,-2.2976,-4.5686,0.0000,0.0000,14.129,14.129,14.129,6B,+0.871
the pocket line,2,7C+,5.0108,6.4559,0.0000,0.0000,23.671,23.671,23.671,8A,-0.671
Dilettenkante,1,6A,-5.1930,-2.2289,0.0000,0.0000,14.824,14.824,14.824,6B+,-2.824
Boulder Bitch,10,6C,-0.2407,-2.9385,0.0000,0.0000,15.832,15.832,15.832,6C,+0.168
N.N. (one move),1,6C+,-1.1164,-0.7998,0.0000,0.0000,16.997,16.997,16.997,6C+,+0.003
Flip flap flop,2,7A+,2.8988,4.4921,0.0000,0.0000,21.729,21.729,21.729,7C,-2.729
12 Nr. 2,1,6B,-5.7175,-1.9693,0.0000,0.0000,14.840,14.840,14.840,6B+,-0.840
N.N. 36,1,6B+,-3.9838,-1.6990,0.0000,0.0000,15.539,15.539,15.539,6C,-0.539
N.N. 3,1,7B+,-3.9753,-1.7057,0.0000,0.0000,15.537,15.537,15.537,6C,+5.463
"N.N. (right traverse, Blocco 7b)",1,7A,-2.6940,0.5169,0.0000,0.0000,17.403,17.403,17.403,6C+,+0.597
Goretex Willer,5,6A,-3.1288,-3.1312,0.0000,0.0000,14.839,14.839,14.839,6B+,-2.839
Frank's mild years,1,6C,-3.7111,0.3505,0.0000,0.0000,16.988,16.988,16.988,6C+,-0.988
Er Serrajo,3,6C,-0.9313,-1.1500,0.0000,0.0000,16.818,16.818,16.818,6C+,-0.818
Arcadia Sit,2,7C+,3.2155,4.4569,0.0000,0.0000,21.800,21.800,21.800,7C,+1.200
4.1,1,6C,-2.7928,-7.4782,0.0000,0.0000,12.039,12.039,12.039,6A,+3.961
Conquistador Direct,20,8B,7.0757,3.2755,0.0000,0.0000,22.166,22.166,22.166,7C,+3.834
Nasty girl,2,6C,-4.8138,-0.6183,0.0000,0.0000,16.012,16.012,16.012,6C,-0.012
Magna Mater,3,7B,-0.7418,2.2986,0.0000,0.0000,19.176,19.176,19.176,7A+,+0.824
N.N. (Masso 24a),1,6C,-1.4715,-4.3746,0.0000,0.0000,14.505,14.505,14.505,6B+,+1.495
N.N. (Masso 2a),2,6C+,-0.8895,2.4428,0.0000,0.0000,19.228,19.228,19.228,7A+,-2.228
Un uomo un perchè sit,1,6C,2.8736,5.4273,0.0000,0.0000,22.345,22.345,22.345,7C,-6.345
95b/2,1,5A,-3.4685,1.2398,0.0000,0.0000,17.654,17.654,17.654,7A,-8.654
possing,4,7B+,-0.3209,-0.4295,0.0000,0.0000,17.482,17.482,17.482,6C+,+3.518
Horse power,8,7A,1.1397,-0.6899,0.0000,0.0000,17.745,17.745,17.745,7A,+0.255
Enigma,15,6B+,-0.9503,-2.2994,0.0000,0.0000,16.046,16.046,16.046,6C,-1.046
Hüttengaudi,1,7C,-3.2252,2.8396,0.0000,0.0000,18.794,18.794,18.794,7A+,+3.206
Champagne 28B,1,6C+,-0.9982,0.1251,0.0000,0.0000,17.649,17.649,17.649,7A,-0.649
Wild Rose,1,7A+,-0.8105,3.0532,0.0000,0.0000,19.659,19.659,19.659,7B,-0.659
N.N. (5b/8),1,5C,-3.2529,1.2627,0.0000,0.0000,17.734,17.734,17.734,7A,-6.734
5/23,1,4A,-3.2199,1.0279,0.0000,0.0000,17.587,17.587,17.587,7A,-11.587
bloc #16b/6,1,6B,-8.6910,-2.4014,0.0000,0.0000,13.663,13.663,13.663,6B,+0.337
Auferständerung,1,7B,-5.9671,-4.6350,0.0000,0.0000,12.987,12.987,12.987,6A+,+7.013
Tengon Familia,1,6C,-0.6274,-3.9645,0.0000,0.0000,15.031,15.031,15.031,6B+,+0.969
Nangaparbat Nordostkante,21,7A+,4.7439,0.6863,0.0000,0.0000,19.741,19.741,19.741,7B,-0.741
Kamel (boulder 1),1,6C,2.2380,5.5067,0.0000,0.0000,22.208,22.208,22.208,7C,-6.208
N.N. (25 a),1,5B,-5.7257,-2.1347,0.0000,0.0000,14.727,14.727,14.727,6B+,-4.727
Voco dalla cantina,1,7B+,0.3048,4.1539,0.0000,0.0000,20.727,20.727,20.727,7B+,+0.273
"N.N. (Block 7 , Nr. 2)",3,7C,3.5159,0.7733,0.0000,0.0000,19.432,19.432,19.432,7A+,+2.568
bloc #1/1,1,6B,-8.6992,-2.3867,0.0000,0.0000,13.670,13.670,13.670,6B,+0.330
Warm up 2,37,6A,0.2293,-6.5383,0.0000,0.0000,13.570,13.570,13.570,6B,-1.570
Doctor powerfit,1,7B,-1.1507,3.1027,0.0000,0.0000,19.590,19.590,19.590,7B,+0.410
5.b,1,7A+,-4.3862,0.6389,0.0000,0.0000,16.979,16.979,16.979,6C+,+2.021
piramide,1,7C,-0.8424,3.7066,0.0000,0.0000,20.086,20.086,20.086,7B,+1.914
Swinger club ext,2,7B,-1.2800,2.8160,0.0000,0.0000,19.360,19.360,19.360,7A+,+0.640
N.N. (Blocco 27A),1,7A,-6.3649,-2.2582,0.0000,0.0000,14.454,14.454,14.454,6B,+3.546
Camel warmup prob,1,6B,-3.4140,1.1281,0.0000,0.0000,17.596,17.596,17.596,7A,-3.596
mattenlager,2,7C,-1.2350,3.1789,0.0000,0.0000,19.616,19.616,19.616,7B,+2.384
collapse variante,1,6C,-1.6881,2.3795,0.0000,0.0000,18.947,18.947,18.947,7A+,-2.947
Particelle elementari (stand),7,6C,-1.5786,-0.9410,0.0000,0.0000,16.764,16.764,16.764,6C+,-0.764
N.N. (blocco 33),1,6A+,-8.2009,-0.8326,0.0000,0.0000,14.856,14.856,14.856,6B+,-1.856
N.N. (blocco 39),1,6A,-7.0788,-7.7225,0.0000,0.0000,10.594,10.594,10.594,5C,+1.406
Il frigo ti frega,7,6B,-2.7455,-0.5182,0.0000,0.0000,16.697,16.697,16.697,6C+,-2.697
N.N. (blocco 14),7,5B,-2.3928,-4.3627,0.0000,0.0000,14.238,14.238,14.238,6B,-4.238
Carlzberg,4,6B+,-3.3085,-5.9413,0.0000,0.0000,12.910,12.910,12.910,6A+,+2.090
Souvenir to the left,1,8A+,-0.6921,3.9477,0.0000,0.0000,20.291,20.291,20.291,7B,+4.709
zentral mitte,1,6C,-0.6518,0.5713,0.0000,0.0000,18.051,18.051,18.051,7A,-2.051
1A Blocco 8a,1,6A+,-4.8271,-7.1352,0.0000,0.0000,11.660,11.660,11.660,6A,+1.340
Dream Team,1,6A+,-2.1146,1.1920,0.0000,0.0000,18.027,18.027,18.027,7A,-5.027
N.N. (bloc 3b linea 4),3,6B+,-2.8349,-5.4202,0.0000,0.0000,13.400,13.400,13.400,6A+,+1.600
"N.N. (Boulder 91, problem c)",1,7A,-2.2276,1.9433,0.0000,0.0000,18.495,18.495,18.495,7A,-0.495
N.N. (Masso 1B Linea 3A),1,6B+,-5.7651,0.2105,0.0000,0.0000,16.280,16.280,16.280,6C,-1.280
Colla non ti molla,9,7A,-0.7319,1.2879,0.0000,0.0000,18.505,18.505,18.505,7A+,-0.505
rechts von Blindflug,1,6A+,-11.5763,-2.5481,0.0000,0.0000,12.702,12.702,12.702,6A+,+0.298
Grit de Loux,1,7B,2.0547,5.3376,0.0000,0.0000,22.040,22.040,22.040,7C,-2.040
N.N. (Bloc 3 #2),1,6A+,-3.9033,-7.3130,0.0000,0.0000,11.817,11.817,11.817,6A,+1.183
Eidechsli,1,5A,-3.8905,-7.4732,0.0000,0.0000,11.714,11.714,11.714,6A,-2.714
Blocco4b num8,1,6B,-5.0468,7.8560,0.0000,0.0000,21.597,21.597,21.597,7C,-7.597
N.N. (Blocco 7b num6),1,6B,-5.0695,7.8404,0.0000,0.0000,21.579,21.579,21.579,7C,-7.579
N.N. (boulder 26),1,6C+,-5.3240,7.6716,0.0000,0.0000,21.391,21.391,21.391,7B+,-4.391
Grotrian keys,16,6B+,-0.7647,-4.1399,0.0000,0.0000,14.873,14.873,14.873,6B+,+0.127
N.N. (Masso 2 Camarera),1,6A,-5.7664,0.2170,0.0000,0.0000,16.284,16.284,16.284,6C,-4.284
"N.N. (Bloc 11, Number 27)",1,6C+,-1.9210,2.7069,0.0000,0.0000,19.096,19.096,19.096,7A+,-2.096
Dyno,38,7B,2.9101,-0.1708,0.0000,0.0000,18.621,18.621,18.621,7A+,+1.379
N.N. (Block 20),1,6A,-3.6199,-0.7875,0.0000,0.0000,16.256,16.256,16.256,6C,-4.256
N.N. (Block 10),1,6B,-3.6281,-0.8082,0.0000,0.0000,16.240,16.240,16.240,6C,-2.240
Sd with Trav,1,6C,-3.0758,1.8364,0.0000,0.0000,18.170,18.170,18.170,7A,-2.170
Straight-up right,1,7A+,-3.0922,1.8504,0.0000,0.0000,18.174,18.174,18.174,7A,+0.826
Boulder mit fetter Rampe hinter molonk,1,7A+,-1.7718,1.2368,0.0000,0.0000,18.160,18.160,18.160,7A,+0.840
Vitaminenmonster,1,7C+,3.8839,6.0197,0.0000,0.0000,23.043,23.043,23.043,7C+,-0.043
Krimpophobia,1,7B,-3.8145,-4.1700,0.0000,0.0000,13.941,13.941,13.941,6B,+6.059
Gift,3,7C,0.2840,3.0940,0.0000,0.0000,20.014,20.014,20.014,7B,+1.986
Henkelgeplänkel,2,7A,0.3866,3.1141,0.0000,0.0000,20.058,20.058,20.058,7B,-2.058
Homo mouse straight,1,7B+,-0.1099,3.6617,0.0000,0.0000,20.275,20.275,20.275,7B,+0.725
Passo e chiudo right,1,6C+,-5.5716,-0.0885,0.0000,0.0000,16.139,16.139,16.139,6C,+0.861
Dr. Multifit,9,7B,-0.2081,-0.1706,0.0000,0.0000,17.688,17.688,17.688,7A,+2.312
N.N. (Blocco 5),3,3C,-3.2658,-3.9288,0.0000,0.0000,14.266,14.266,14.266,6B,-9.266
N.N. 2,2,5C,-4.6006,-0.5183,0.0000,0.0000,16.142,16.142,16.142,6C,-5.142
lievantu,2,6C,-1.4420,-0.7441,0.0000,0.0000,16.937,16.937,16.937,6C+,-0.937
alan parson projekt,1,7A,1.7580,2.5654,0.0000,0.0000,20.102,20.102,20.102,7B,-2.102
Minisex sit,63,7C+,9.2039,1.4813,0.0000,0.0000,21.606,21.606,21.606,7C,+1.394
Willi on Fire,141,7A,4.3826,-3.9598,0.0000,0.0000,16.533,16.533,16.533,6C+,+1.467
Wall,1,6B,-2.7407,-5.0349,0.0000,0.0000,13.685,13.685,13.685,6B,+0.315
best bitter,1,7B,-3.1657,2.2172,0.0000,0.0000,18.397,18.397,18.397,7A,+1.603
Straight-up,4,6B+,-2.4869,-1.8990,0.0000,0.0000,15.853,15.853,15.853,6C,-0.853
slab sit,3,6B+,-1.6240,1.7156,0.0000,0.0000,18.523,18.523,18.523,7A+,-3.523
Arbatax,1,7A,-5.1778,0.6112,0.0000,0.0000,16.723,16.723,16.723,6C+,+1.277
TheShield ????,1,8A+,-0.3549,3.1037,0.0000,0.0000,19.829,19.829,19.829,7B,+5.171
Tegola,17,6C+,-0.0927,-0.8080,0.0000,0.0000,17.297,17.297,17.297,6C+,-0.297
Ades bala,4,6B,-1.9963,-4.4658,0.0000,0.0000,14.287,14.287,14.287,6B,-0.287
Triangel - links,1,7A,-6.6496,-0.2629,0.0000,0.0000,15.700,15.700,15.700,6C,+2.300
lcaro's step,2,6A+,-3.7365,-5.9859,0.0000,0.0000,12.753,12.753,12.753,6A+,+0.247
"N.N. (Boulder 21e, Bach)",1,4A,-5.3677,-2.9369,0.0000,0.0000,14.299,14.299,14.299,6B,-8.299
Heather brooks,1,7C,-4.5820,2.5561,0.0000,0.0000,18.199,18.199,18.199,7A,+3.801
N.N. (Blocco 12a Nr. 2A),2,6A,-3.3953,-1.7987,0.0000,0.0000,15.649,15.649,15.649,6C,-3.649
Ginsana,11,7A+,1.4623,-0.8813,0.0000,0.0000,17.714,17.714,17.714,7A,+1.286
Talk to the Wind,8,6C,-1.1224,-2.8377,0.0000,0.0000,15.635,15.635,15.635,6C,+0.365
innominato,1,6C,-3.0444,1.9224,0.0000,0.0000,18.236,18.236,18.236,7A,-2.236
Bildfisch,1,7B,-1.0370,3.6074,0.0000,0.0000,19.961,19.961,19.961,7B,+0.039
N.N. (Block 7),1,7A,-4.8444,0.9649,0.0000,0.0000,17.059,17.059,17.059,6C+,+0.941
Gayparade,2,6B,-1.4032,-7.0487,0.0000,0.0000,12.741,12.741,12.741,6A+,+1.259
Rosswell,4,8A+,3.9201,4.6616,0.0000,0.0000,22.147,22.147,22.147,7C,+2.853
Number one,8,6C,-0.9787,-5.0568,0.0000,0.0000,14.197,14.197,14.197,6B,+1.803
N.N. (Masso 11-34),1,6A+,-1.9999,2.9671,0.0000,0.0000,19.246,19.246,19.246,7A+,-6.246
N.N. (blocco 9/5 sector 12),1,6A+,-6.3659,-2.2585,0.0000,0.0000,14.453,14.453,14.453,6B,-1.453
Ill brillo parlante,1,7C,-2.7789,2.6869,0.0000,0.0000,18.826,18.826,18.826,7A+,+3.174
N.N. 8,3,7A,-3.0310,2.9484,0.0000,0.0000,18.925,18.925,18.925,7A+,-0.925
bloc #19/1a,2,6A,-5.4668,-6.0271,0.0000,0.0000,12.208,12.208,12.208,6A,-0.208
Diedrino Technico,1,6B,-2.6258,0.9225,0.0000,0.0000,17.694,17.694,17.694,7A,-3.694
Weed,12,6C,-0.7213,-2.0239,0.0000,0.0000,16.298,16.298,16.298,6C,-0.298
Divina virtu direct,4,4A,-3.5403,-4.8123,0.0000,0.0000,13.594,13.594,13.594,6B,-7.594
le saut du gros nico sd,1,7C,-5.7541,-3.3903,0.0000,0.0000,13.881,13.881,13.881,6B,+8.119
le monolithe sd,1,7C,-5.7978,2.8664,0.0000,0.0000,18.043,18.043,18.043,7A,+3.957
Lange Kante re von La Baguette,1,6B,-7.2687,-7.4032,0.0000,0.0000,10.751,10.751,10.751,5C,+3.249
Panana Traverse,2,7A+,-6.5900,1.3816,0.0000,0.0000,16.815,16.815,16.815,6C+,+2.185
Crowleys Nest,2,7C,-6.5694,1.3577,0.0000,0.0000,16.805,16.805,16.805,6C+,+5.195
N.N. 5 (bloc 13),1,7B,1.4048,1.6671,0.0000,0.0000,19.397,19.397,19.397,7A+,+0.603
fereiflug blindflug,1,7A,5.7620,7.8081,0.0000,0.0000,24.798,24.798,24.798,8A+,-6.798
freiflug/blindflug,50,7A,2.1583,-2.8813,0.0000,0.0000,16.587,16.587,16.587,6C+,+1.413
Kingda Ka,21,8B,12.7661,2.3732,0.0000,0.0000,23.266,23.266,23.266,7C+,+2.734
Daila,2,7C+,-5.2758,2.7874,0.0000,0.0000,18.146,18.146,18.146,7A,+4.854
La Pulce d' Acqua,1,7C+,-5.2774,2.7921,0.0000,0.0000,18.149,18.149,18.149,7A,+4.851
Time Machine,83,7B,6.1707,-1.9532,0.0000,0.0000,18.407,18.407,18.407,7A,+1.593
Never ending story traverse,3,6C+,-1.3529,1.4388,0.0000,0.0000,18.420,18.420,18.420,7A,-1.420
Henkelhangel,3,7A+,0.9580,2.8518,0.0000,0.0000,20.054,20.054,20.054,7B,-1.054
Go hard or go home,12,7A,2.1904,-0.4829,0.0000,0.0000,18.197,18.197,18.197,7A,-0.197
Bloc #4/6,1,6B,-6.4246,-1.7285,0.0000,0.0000,14.789,14.789,14.789,6B+,-0.789
Groovin' Slowly,2,7A,-3.2371,0.7034,0.0000,0.0000,17.365,17.365,17.365,6C+,+0.635
Vide Toi,1,6C,-2.5476,2.6349,0.0000,0.0000,18.860,18.860,18.860,7A+,-2.860
Gegenüber 6c-Dach,1,6B,-7.2802,-7.3735,0.0000,0.0000,10.767,10.767,10.767,5C,+3.233
jenny low,2,7A,-3.2225,-0.0740,0.0000,0.0000,16.851,16.851,16.851,6C+,+1.149
Dick und Doff,2,8A,1.9810,5.0877,0.0000,0.0000,21.852,21.852,21.852,7C,+2.148
Franz Josef slab,1,7A+,0.5677,5.3355,0.0000,0.0000,21.594,21.594,21.594,7C,-2.594
N.N. 56,1,7B,-2.9256,2.1229,0.0000,0.0000,18.406,18.406,18.406,7A,+1.594
Dark Side of the Moon sit,2,7C+,1.2230,3.8277,0.0000,0.0000,20.784,20.784,20.784,7B+,+2.216
E=MC2,5,6B,-4.0444,-2.4645,0.0000,0.0000,15.010,15.010,15.010,6B+,-1.010
35b Nr. 5,2,6A,-5.7857,-2.5071,0.0000,0.0000,14.461,14.461,14.461,6B,-2.461
8 1A,2,6A,-5.7272,-5.3657,0.0000,0.0000,12.571,12.571,12.571,6A+,-0.571
Atroce presentimento,1,7B,-4.5855,2.5543,0.0000,0.0000,18.197,18.197,18.197,7A,+1.803
Cruel,2,8A+,0.0734,4.3450,0.0000,0.0000,20.785,20.785,20.785,7B+,+4.215
balu,1,7A,0.0217,3.2650,0.0000,0.0000,20.049,20.049,20.049,7B,-2.049
Trance Dance,2,3A,-1.2805,-7.4116,0.0000,0.0000,12.536,12.536,12.536,6A+,-9.536
Déjà vu,2,7C+,-5.2762,2.8008,0.0000,0.0000,18.155,18.155,18.155,7A,+4.845
Belfagor (assis),3,7C,-1.1298,1.0170,0.0000,0.0000,18.205,18.205,18.205,7A,+3.795
Balu der Bär Stand,12,7A,0.5631,-2.1167,0.0000,0.0000,16.620,16.620,16.620,6C+,+1.380
Nangaparbat Nordostkante,1,7A+,-4.5820,2.5499,0.0000,0.0000,18.195,18.195,18.195,7A,+0.805
Android in piedi,1,6C,-1.3563,2.8294,0.0000,0.0000,19.347,19.347,19.347,7A+,-3.347
N.N. (Masso 16a),1,6A,-1.2945,-7.8168,0.0000,0.0000,12.261,12.261,12.261,6A,-0.261
N.N. (Right of Jungle book),1,7B+,-0.3411,2.8161,0.0000,0.0000,19.641,19.641,19.641,7B,+1.359
N.N. (Traverse),1,6A+,-3.8724,-0.2279,0.0000,0.0000,16.554,16.554,16.554,6C+,-3.554
209c Madame Etolle,1,6B+,-0.0877,4.8802,0.0000,0.0000,21.094,21.094,21.094,7B+,-6.094
Vaca Loca SD,1,7C+,-0.1990,3.6764,0.0000,0.0000,20.258,20.258,20.258,7B,+2.742
Blinded by the Light,28,8B,4.8092,2.0022,0.0000,0.0000,20.639,20.639,20.639,7B+,+5.361
Between the Lines,1,7C+,-1.2307,3.5915,0.0000,0.0000,19.893,19.893,19.893,7B,+3.107
Spongebob,2,7C+,-4.2147,1.9660,0.0000,0.0000,17.915,17.915,17.915,7A,+5.085
Night Session,1,7B+,-4.5840,2.5568,0.0000,0.0000,18.199,18.199,18.199,7A,+2.801
"Blocco n.10, Masso 5b",1,6A+,-8.0156,-0.2280,0.0000,0.0000,15.315,15.315,15.315,6B+,-2.315
"Blocco n.38, Masso 12",1,6A,-7.0613,-7.0519,0.0000,0.0000,11.047,11.047,11.047,5C,+0.953
"Blocco n.4a, Masso 2",1,6A,-7.0708,-7.0345,0.0000,0.0000,11.056,11.056,11.056,5C,+0.944
Ein Winter im Eis,11,7C,1.7561,0.0590,0.0000,0.0000,18.429,18.429,18.429,7A,+3.571
Swinger Party,21,7C,1.6466,-0.6205,0.0000,0.0000,17.943,17.943,17.943,7A,+4.057
Barack Obama,1,7B,-1.5384,3.3173,0.0000,0.0000,19.618,19.618,19.618,7B,+0.382
ribalta,1,6A,-4.3521,0.9666,0.0000,0.0000,17.208,17.208,17.208,6C+,-5.208
Diagonale,4,7A,1.9418,0.7056,0.0000,0.0000,18.916,18.916,18.916,7A+,-0.916
Expedition ins Bierreich,3,7A,-0.8485,-0.6870,0.0000,0.0000,17.152,17.152,17.152,6C+,+0.848
Message in a Bottle,9,7A,0.2777,0.6265,0.0000,0.0000,18.365,18.365,18.365,7A,-0.365
135c Beach Arete,1,6C,-0.0762,4.8910,0.0000,0.0000,21.105,21.105,21.105,7B+,-5.105
Mental clarity,2,7B,-3.0418,-2.1320,0.0000,0.0000,15.532,15.532,15.532,6C,+4.468
Diabolik Machine,3,7C+,5.3825,2.6322,0.0000,0.0000,21.231,21.231,21.231,7B+,+1.769
"Blocco n.1a, Masso 1",1,6B,-8.0235,-0.2182,0.0000,0.0000,15.319,15.319,15.319,6B+,-1.319
zentral links,1,6B,-0.6492,0.5675,0.0000,0.0000,18.049,18.049,18.049,7A,-4.049
34 / masso 14,1,6B,-2.3591,-7.3598,0.0000,0.0000,12.248,12.248,12.248,6A,+1.752
37a /masso 17,1,6A+,-2.3745,-7.3119,0.0000,0.0000,12.275,12.275,12.275,6A,+0.725
Supersize me Variante,2,7B+,-1.0801,3.3095,0.0000,0.0000,19.749,19.749,19.749,7B,+1.251
N°1 Blocco 8,1,6B,-2.0415,-7.9791,0.0000,0.0000,11.930,11.930,11.930,6A,+2.070
"Signor ""g""",32,7C,4.7645,0.0745,0.0000,0.0000,19.339,19.339,19.339,7A+,+2.661
Iza pande,1,6C+,-2.0351,3.8594,0.0000,0.0000,19.831,19.831,19.831,7B,-2.831
nobody ist der gröbte,2,8A,3.5985,6.8159,0.0000,0.0000,23.488,23.488,23.488,7C+,+0.512
bloc #4/a,1,6B,-8.5001,-2.4409,0.0000,0.0000,13.693,13.693,13.693,6B,+0.307
The Kingdom,15,8C,9.8141,4.1256,0.0000,0.0000,23.552,23.552,23.552,8A,+4.448
icaro's step right,1,6A,-1.2673,-9.0020,0.0000,0.0000,11.479,11.479,11.479,5C,+0.521
N.N. (3b/5),11,6B,-1.6718,-3.1804,0.0000,0.0000,15.242,15.242,15.242,6B+,-1.242
Freccia tricolore,19,7C,3.1064,0.3362,0.0000,0.0000,19.018,19.018,19.018,7A+,+2.982
voici dalla cantina stand,1,6B+,-2.9447,-0.3712,0.0000,0.0000,16.736,16.736,16.736,6C+,-1.736
east edge,1,5C,-4.0016,-5.2352,0.0000,0.0000,13.174,13.174,13.174,6A+,-2.174
kawasaki7 1/2 (ss),1,6A+,-4.3157,1.8071,0.0000,0.0000,17.779,17.779,17.779,7A,-4.779
Expolana,1,6B+,-1.4624,-6.7938,0.0000,0.0000,12.894,12.894,12.894,6A+,+2.106
Beach Arete right,1,6A,-3.8321,-1.9929,0.0000,0.0000,15.388,15.388,15.388,6B+,-3.388
fratello orso,2,6C+,-3.7813,1.2364,0.0000,0.0000,17.558,17.558,17.558,7A,-0.558
L'altalena,2,6C,-1.0958,-6.7463,0.0000,0.0000,13.035,13.035,13.035,6A+,+2.965
Brechstange,211,7C,8.1649,-0.7146,0.0000,0.0000,19.830,19.830,19.830,7B,+2.170
24d,1,7A+,0.0836,4.0390,0.0000,0.0000,20.584,20.584,20.584,7B+,-1.584
Piernando,7,6C+,-1.7293,-0.5984,0.0000,0.0000,16.948,16.948,16.948,6C+,+0.052
N.N. (masso 6 18),2,5C,-2.8280,-8.1811,0.0000,0.0000,11.560,11.560,11.560,6A,-0.560
